time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
25.5,0.00177631453581293,0.0010840891558557694,0.0008919178011697456,0.0011588696317412059,0.0011012977547186806,0.00040378857967962475,0.002277671351357876,0.0006426861332930496
25.55,0.0015617751713017164,0.0008605729975599271,0.0010452953856988983,0.0013829773957067066,0.0006240482974399736,0.0008414186972743064,0.001456424015252768,0.00076373739443524
25.6,0.001252052927511094,0.0008906604307569523,0.0012013345189986447,0.0015532703100952338,0.00023210947080030476,0.0011193543283347452,0.0005841244538054648,0.0008566098412956524
25.65,0.0009876270881579226,0.0011450968086426246,0.0012594896355971272,0.001479675278481624,0.00010082501027185773,0.0010520687273825322,8.29203355326536e-06,0.0007978611513539561
25.7,0.0008666870251453927,0.0015095836489097457,0.0011997241307199434,0.0011327859208811375,0.00026439672594653256,0.0007064876412358933,3.277936615768939e-05,0.0005710514639572534
25.75,0.0008904959875008362,0.0018415640657809807,0.0010777735834048411,0.0006814305512933991,0.0006038275414982918,0.0003302241522117086,0.0006948675021464446,0.0002793128697411032
25.8,0.000980517546985831,0.002026937689991328,0.0009711663358771135,0.00036733379826858433,0.0009288797819710082,0.0001710429999918276,0.0016751906931561044,7.054897263546508e-05
25.85,0.001045107365334122,0.0020141527106654383,0.000917062042075712,0.0003137033200778028,0.001093180777168524,0.0003189410750102686,0.0024464389814020677,3.495019714692389e-05
25.9,0.0010345956259693665,0.001816570638764331,0.000883523721844294,0.0004271598587091919,0.0010614626572123416,0.000666475427936126,0.002580734604520211,0.00015000748155623813
25.95,0.0009423458822144975,0.0014888432465288988,0.0007896055974368022,0.00047641117680661697,0.0008888897770846147,0.0009899092403435564,0.001998970039668513,0.00030601317423089225
26.0,0.0007670649670457126,0.0010945550815158744,0.0005586365434153436,0.0002810525731525404,0.0006416819481063298,0.0010791739814891548,0.0009799069272072728,0.00038371733330615996
26.05,0.0004905398380745746,0.0006841994421962433,0.00017252096413231452,-0.00014788571961503368,0.0003312005304858664,0.0008351079416622803,-6.955271952498744e-05,0.00032361458764277424
26.1,0.00010486562098161698,0.0002921423765426173,-0.0003024324125408161,-0.0006277174777766425,-8.26691064182388e-05,0.0002964415557626571,-0.000898124159233413,0.00014295632155001444
26.15,-0.0003369620227350945,-5.456572631792264e-05,-0.0007323556466407744,-0.0009563269943462754,-0.0006242437388186367,-0.00039073259838167665,-0.0015302986079354694,-9.786888567875559e-05
26.2,-0.0007113281945576005,-0.0003310695947810491,-0.0009703026856419478,-0.0010613003509856403,-0.0012325996532882733,-0.0010289279162239207,-0.0021477707392258817,-0.0003421629252083447
26.25,-0.0008908313841527801,-0.0005224822141960727,-0.0009259415404157703,-0.001026550176722811,-0.0017574678591921506,-0.0014299083487903318,-0.002854728264592199,-0.0005589525266211057
26.3,-0.0008483506583324747,-0.0006386333904585492,-0.0006175108271653074,-0.0009934839632462207,-0.002037672912359221,-0.0014742372227565003,-0.003539559992699774,-0.000731538790085898
